,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
0,-0.6370193774989774,-1.075261626473256,-1.362792231889043,-1.545888195551012,-1.6223458507065596,-1.5023897300865778,-1.2342130674545257,-0.8673504589450127,-0.48736166151781796,-0.16141060532837856,0.13445560910812612,0.4183453738022205,0.661611020970059,0.8977866098903906,1.1033024874701518,1.241750246492415,1.2974167848951383,1.302015741596224,1.1817721861824242,0.9471295828291211,0.6737790939083479,0.533127668133481,0.3264620513784484,-0.22292165120539797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.38490483409747583,-0.8458648911757385,-1.1576996907578245,-1.3688095357153,-1.4958980648770215,-1.4809050396631682,-1.38792815847122,-1.259632137345967,-0.9216350118873586,-0.4350157505840453,0.025139311851862852,0.375513229936672,0.6341177587930648,0.8525731798620253,1.0378225719338614,1.1685335769861782,1.270264774913732,1.3264131512179604,1.2777109753555114,1.0622742841953803,0.7598981716609601,0.5956792646206359,0.39815370425289315,-0.045800841005630095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-0.2570986764236393,-0.7198541878311857,-1.040246061015901,-1.252661648205522,-1.3823510908929872,-1.4252861563887618,-1.4489643046370035,-1.431770628523135,-1.1125577502719421,-0.6018564449011511,-0.08123193217321299,0.3545049453411115,0.6941537357733594,0.9139380412974956,1.057284175298262,1.1754784173838837,1.286598689868371,1.3379832190543894,1.2830617050678037,1.0675021313887896,0.7430820255145395,0.5029600573871418,0.29162521555324955,0.04570652233603328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,-0.5047553694961331,-0.8187371501943368,-1.0654883713600412,-1.228865088601771,-1.3293880490126904,-1.3484020279626503,-1.3710035501107156,-1.3377829000962576,-1.0977762601429917,-0.7169944250960615,-0.29330557339978797,0.07362834490245465,0.4107856546604206,0.693340556943219,0.9120371902997375,1.0715393608875132,1.2157585974513592,1.3066669420913555,1.3086759662822947,1.1897847846970746,0.9944071821282425,0.8961084985001486,0.7302922518837069,0.309473434745918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,-0.8777390078851409,-1.1643024452215045,-1.3674695213914652,-1.4882249904752163,-1.5225067418919591,-1.437387061085217,-1.2336660607451475,-0.9275306360649344,-0.5800355400165862,-0.25340492104234175,0.07224094385170894,0.3885316449839196,0.6786032687309733,0.9050351600455098,1.0742897675788001,1.1713495916078907,1.2119706974158804,1.2294500823393184,1.1669181982470191,1.0157584469372878,0.7918499879532476,0.6671555025487217,0.4625728423884826,0.016540791190753378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,-0.36758889820994917,-0.9566054273148519,-1.3597595430131404,-1.6108546891056525,-1.7135086254640501,-1.598757804534784,-1.23799931233253,-0.7801265785753599,-0.276240461450494,0.16727428781601908,0.529276384974157,0.8786163225814793,1.0695662108076176,1.1690546072783112,1.2417489696995114,1.1923439364521329,1.1437302881766802,1.0699053757955859,0.8695719229023253,0.6184767768098131,0.3601461109739776,0.25715300962761173,0.008771183438845651,-0.6741940473332689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,-0.7424935362628562,-1.1598435937348632,-1.4250368238477873,-1.5998992242817722,-1.6559259630380239,-1.548590526683942,-1.2482085729311267,-0.8590684698855129,-0.41350845798711255,-0.048646608402541106,0.2997020971275562,0.5533951019168285,0.7667881718112532,0.9510866545620806,1.101375923962622,1.1354834298370418,1.1102222511346618,1.1039315295901002,1.0427935795788923,0.9033164878330662,0.7068297320896507,0.6611237083674455,0.46050866661041145,-0.09533555736608405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,-0.8044077909934676,-1.1625899722490372,-1.3848755745310186,-1.5296602549411433,-1.585480854617336,-1.4909513271894979,-1.2055352847975367,-0.8754295361171949,-0.5168320230187966,-0.19054732729247997,0.10815933407000335,0.40088521689575174,0.6338033143541508,0.8440442931940967,1.0378381310580216,1.1457413438249475,1.2151848279459252,1.2622834589227128,1.180961484096831,1.004694650000282,0.7948690030031651,0.6859689938134499,0.47830307239904274,-0.04642717783088137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,-0.7208753649844656,-1.0847437249850356,-1.3422208668911724,-1.4975386814435478,-1.5518850677974385,-1.4800171689032227,-1.2626316234876607,-0.9656568346685871,-0.5958489788916356,-0.21616671138644994,0.130402867165409,0.46375706761481916,0.7205660162461132,0.9357984944427368,1.1131666870649284,1.2105744177975846,1.2646980730598607,1.2549721487260361,1.1606084095787754,0.97804315815225,0.702970260008583,0.5391144202776591,0.35409912684337624,-0.1111861235389074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,-0.4269017059791754,-0.8264352762810002,-1.1227086461667428,-1.3062741346833948,-1.426953496856586,-1.4431178884871234,-1.4194986861046028,-1.3334362174232937,-1.0187103456762068,-0.5638192697903495,-0.10309720331630733,0.29281967662069397,0.6014193177498144,0.82580174038376,1.0100315189674205,1.1342537614979897,1.223637680514341,1.2553021737084078,1.2333806014971307,1.1030321283485953,0.8794616157965489,0.7305868307792238,0.56237382381121,0.13885200108963788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,-0.49890264194383666,-0.8091873587769264,-1.0440106367901436,-1.208081171922816,-1.315586203888242,-1.3646911758269433,-1.3796122382840332,-1.366158821314526,-1.110054683731361,-0.6961175043377495,-0.2957560457042774,0.06864809848342092,0.39012361215932795,0.6587638882822611,0.8708998131332638,1.0319127535001391,1.1724398089361738,1.274441170323165,1.3244022687962897,1.257624399111281,1.0638951947503767,0.9199436331766493,0.7470060732231654,0.3080577686453338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,-0.7492381627573697,-1.0822480776973427,-1.313932599288556,-1.4681157801554727,-1.5230808548836559,-1.4667109220154553,-1.2845476498598574,-1.0178587462798756,-0.6567516685395532,-0.2881520140524712,0.04965783286589479,0.3677411300681822,0.648771293827509,0.8391881075557094,0.9844738535358488,1.087438248047962,1.1742467739498745,1.2450750385090883,1.2340703164122848,1.118989020442521,0.9096066218240848,0.7373944281602773,0.4732225620811601,-0.019238751750794997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,-0.5724167966473858,-0.9746218984179658,-1.2635466620760971,-1.4489084374246104,-1.553336669209823,-1.5016882894358745,-1.3055442492376452,-1.022010618004372,-0.6085573510510636,-0.21387321179911262,0.15125953490176475,0.5072073893232544,0.7922052787459953,1.008249918882898,1.1824966434295434,1.2684885334655502,1.2985058263496363,1.2650941167536027,1.155873767257405,0.9414930568812611,0.6405214417552372,0.42540860228435934,0.18480435887865906,-0.3571042856052169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,-0.5038334770655305,-0.9367108053777913,-1.2478483400721565,-1.459056866842509,-1.5606179743762683,-1.5355429894628931,-1.3248537671138236,-1.045764733847204,-0.6686013513040105,-0.3207415753903532,0.026079591680738323,0.34641623326640103,0.6437551076238203,0.8871605085137136,1.0955499541399587,1.2457031182366196,1.3070552262939015,1.3127675749280134,1.1439194516651676,1.029969224366516,0.7656432739335108,0.6102228792781232,0.35806348957231793,-0.16873375264625343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,-0.6802604968541087,-1.05809067458694,-1.322943941713541,-1.4884421258644949,-1.5608344160043477,-1.5009405037935868,-1.2777953068348546,-0.9915262797735737,-0.6386226422925833,-0.2948470336362105,0.03102359540264277,0.35120676032769577,0.608617173181916,0.820527873125734,1.0285767147206752,1.1640226193567338,1.2305870141701,1.2515112648603777,1.1786976810824654,1.0387579776404412,0.8507205838533157,0.74090337553253,0.49943190531821924,0.019718882781385418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
